"AREAKEY","INTPTLAT","INTPTLON","AREALAND","AREAWATR","AREALANM","AREAWATM","STUSAB","REGION","DIVISION","STATECE","STATE","COUNTY","COUNTYSC","COUSUB","COUSUBCC","COUSUBSC","PLACE","PLACECC","PLACEDC","PLACESC","TRACT","BLKGRP","BLOCK","CONCIT","CONCITCC","CONCITSC","AIANHHCE","AIANHH","AIANHHCC","AIHHTLI","AITSCE","AITS","AITSCC","ANRC","ANRCCC","MSACMSA","MASC","CMSA","MACCI","PMSA","NECMA","NECMACCI","NECMASC","EXI","UA","UASC","UATYPE","UR","CD106","CD108","CD109","CD110","SLDU","SLDL","VTD","VTDI","ZCTA3","ZCTA5","SUBMCD","SUBMCDCC","FUNCSTAT","GCUNI","LSADC","SDELM","SDSEC","SDUNI","TAZ","UGA","PUMA5","PUMA1","MACC","UACP","P001001","P002001","P003001","P004001","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P006001","P006002","P006003","P006004","P006005","P006006","P006007","P006008","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017"
"42045400200","39.958749","-75.254903","655157","0","0.25","0.00","PA","1","2","23","42","045","20","","","","","","0","","400200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3853","613","3853","15.9","3853","3853","3853","0","0","0","0","3853","1050","589","10","1941","0","18","245","1124","156","80","91","71","44","90","56","85","35","89","134","132","20","31","10","0"
"42045400301","39.951245","-75.259948","768209","0","0.30","0.00","PA","1","2","23","42","045","20","","","","","","0","","400301","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6229","691","6229","11.1","6229","6229","6229","0","0","0","0","6229","3569","2075","0","425","0","0","160","2525","266","223","176","204","275","243","204","118","100","264","263","161","22","0","6","0"
"42045400302","39.946145","-75.258660","1094906","0","0.42","0.00","PA","1","2","23","42","045","20","","","","","","0","","400302","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3675","499","3675","13.6","3675","3675","3675","0","0","0","0","3675","2586","860","0","113","0","9","107","1350","159","112","114","82","90","128","94","86","53","121","149","113","32","8","9","0"
"42045400401","39.957112","-75.261447","507690","0","0.20","0.00","PA","1","2","23","42","045","20","","","","","","0","","400401","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4765","518","4765","10.9","4765","4765","4765","0","0","0","0","4765","2493","1115","61","952","0","41","103","1843","198","191","200","180","192","157","94","67","29","119","161","145","87","16","7","0"
"42045400402","39.956662","-75.266565","329637","0","0.13","0.00","PA","1","2","23","42","045","20","","","","","","0","","400402","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3992","542","3992","13.6","3992","3992","3992","0","0","0","0","3992","2230","1044","12","500","0","49","157","1672","246","143","208","93","134","173","103","100","48","149","147","85","23","0","14","6"
"42045400500","39.965962","-75.271799","1250139","0","0.48","0.00","PA","1","2","23","42","045","20","","","","","","0","","400500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4140","640","4140","15.5","4140","4140","4140","0","0","0","0","4140","3201","506","0","177","0","29","227","1628","133","61","101","116","118","132","141","109","128","134","206","145","64","16","18","6"
"42045400600","39.964762","-75.285036","1398693","0","0.54","0.00","PA","1","2","23","42","045","20","","","","","","0","","400600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5086","572","5086","11.2","5086","5086","5086","0","0","0","0","5086","4631","200","0","162","0","55","38","2051","193","114","106","142","114","146","133","119","123","212","170","269","160","7","20","23"
"42045400700","39.958762","-75.272278","1376392","0","0.53","0.00","PA","1","2","23","42","045","20","","","","","","0","","400700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5114","782","5114","15.3","5114","5114","5114","0","0","0","0","5114","3512","836","4","659","0","5","98","1734","128","127","81","110","110","76","96","120","75","125","214","286","91","67","22","6"
"42045400801","39.952179","-75.274373","362685","0","0.14","0.00","PA","1","2","23","42","045","20","","","","","","0","","400801","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1805","264","1847","14.3","1805","1805","1805","0","0","0","0","1805","535","768","0","373","0","18","111","989","65","84","67","91","93","118","125","91","63","49","71","61","5","0","6","0"
"42045400802","39.947162","-75.286772","958233","0","0.37","0.00","PA","1","2","23","42","045","20","","","","","","0","","400802","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3504","518","3455","15.0","3504","3504","3504","0","0","0","0","3504","3209","138","5","80","9","22","41","1263","58","73","45","85","74","85","57","83","36","157","140","148","132","64","21","5"
"42045400900","39.949462","-75.290128","607793","0","0.23","0.00","PA","1","2","23","42","045","20","","","","","","0","","400900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1674","221","1681","13.1","1674","1674","1674","0","0","0","0","1674","1610","0","6","50","0","0","8","629","13","28","22","50","25","20","35","6","33","67","10","108","55","55","37","65"
"42045401000","39.952212","-75.301751","1029477","0","0.40","0.00","PA","1","2","23","42","045","20","","","","","","0","","401000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1942","319","1991","16.0","1942","1942","1942","0","0","0","0","1942","1895","33","0","6","8","0","0","727","25","32","47","59","44","50","32","6","36","36","92","126","83","35","17","7"
"42045401101","39.958845","-75.292937","435687","0","0.17","0.00","PA","1","2","23","42","045","20","","","","","","0","","401101","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2902","458","2853","16.1","2902","2902","2902","0","0","0","0","2902","2868","15","0","19","0","0","0","1241","51","38","72","104","87","129","78","118","45","115","206","135","28","13","4","18"
"42045401103","39.955512","-75.310453","973293","0","0.38","0.00","PA","1","2","23","42","045","20","","","","","","0","","401103","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3557","428","3557","12.0","3557","3557","3557","0","0","0","0","3557","3351","49","0","116","0","10","31","1230","39","43","45","71","74","96","54","48","57","49","110","148","139","76","100","81"
"42045401104","39.960112","-75.300334","1202249","0","0.46","0.00","PA","1","2","23","42","045","20","","","","","","0","","401104","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4360","558","4360","12.8","4360","4360","4360","0","0","0","0","4360","4179","70","0","104","0","0","7","1674","105","116","19","79","81","138","77","74","92","137","197","284","130","71","26","48"
"42045401200","39.949861","-75.319448","1525396","0","0.59","0.00","PA","1","2","23","42","045","20","","","","","","0","","401200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3780","594","3780","15.7","3780","3780","3780","0","0","0","0","3780","3695","56","11","18","0","0","0","1584","115","94","69","58","127","103","42","43","86","141","212","212","136","80","47","19"
"42045401301","39.944562","-75.310786","495384","0","0.19","0.00","PA","1","2","23","42","045","20","","","","","","0","","401301","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2372","354","2351","15.1","2372","2372","2372","0","0","0","0","2372","1406","183","22","663","17","28","53","1279","144","80","94","61","112","110","69","112","111","117","85","113","32","18","13","8"
"42045401302","39.945112","-75.302423","830529","0","0.32","0.00","PA","1","2","23","42","045","20","","","","","","0","","401302","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3176","458","3197","14.3","3176","3176","3176","0","0","0","0","3176","3116","8","0","18","0","6","28","1251","70","43","60","78","64","79","74","54","67","123","203","184","51","37","58","6"
"42045401401","39.939112","-75.298267","530165","0","0.20","0.00","PA","1","2","23","42","045","20","","","","","","0","","401401","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2144","324","2116","15.3","2144","2144","2144","0","0","0","0","2144","2079","10","0","55","0","0","0","801","51","29","12","38","46","80","32","70","61","81","91","112","67","18","7","6"
"42045401402","39.938062","-75.292647","736799","0","0.28","0.00","PA","1","2","23","42","045","20","","","","","","0","","401402","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4020","579","4048","14.3","4020","4020","4020","0","0","0","0","4020","3798","93","0","76","0","16","37","1771","127","148","79","96","125","117","162","113","130","147","182","227","70","42","0","6"
"42045401501","39.933562","-75.306827","700713","0","0.27","0.00","PA","1","2","23","42","045","20","","","","","","0","","401501","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3536","529","3536","15.0","3536","3536","3536","0","0","0","0","3536","3487","22","0","0","0","0","27","1397","62","83","47","91","75","83","72","140","122","124","219","220","24","29","6","0"
"42045401502","39.918845","-75.304159","1752514","0","0.68","0.00","PA","1","2","23","42","045","20","","","","","","0","","401502","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4400","652","4329","15.1","4400","4400","4400","0","0","0","0","4400","3472","351","0","485","0","4","88","2034","199","118","88","76","138","161","157","93","129","239","272","207","102","27","28","0"
"42045401600","39.925745","-75.278157","859260","0","0.33","0.00","PA","1","2","23","42","045","20","","","","","","0","","401600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1795","275","1866","14.7","1795","1795","1795","0","0","0","0","1795","1438","209","0","115","4","0","29","797","46","24","55","89","63","62","29","34","61","94","83","58","57","12","13","17"
"42045401700","39.944162","-75.260253","535064","0","0.21","0.00","PA","1","2","23","42","045","20","","","","","","0","","401700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2586","575","2586","22.2","2586","2586","2586","0","0","0","0","2586","1825","535","0","153","0","32","41","939","73","74","32","60","80","56","60","38","66","81","94","137","37","22","15","14"
"42045401800","39.944745","-75.269223","898093","0","0.35","0.00","PA","1","2","23","42","045","20","","","","","","0","","401800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3732","615","3732","16.5","3732","3732","3732","0","0","0","0","3732","2686","805","0","80","0","41","120","1470","71","69","89","68","38","101","175","111","82","163","207","137","89","24","29","17"
"42045401900","39.940762","-75.281071","1320199","0","0.51","0.00","PA","1","2","23","42","045","20","","","","","","0","","401900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4739","576","4739","12.2","4739","4739","4739","0","0","0","0","4739","3928","607","0","170","0","6","28","1974","119","112","53","90","111","38","74","189","90","221","251","277","141","152","25","31"
"42045402000","39.936134","-75.274116","830505","0","0.32","0.00","PA","1","2","23","42","045","20","","","","","","0","","402000","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2536","406","2573","15.8","2536","2536","2536","0","0","0","0","2536","1640","739","7","60","0","12","78","1244","128","89","68","76","151","64","76","67","56","89","97","145","60","24","18","36"
"42045402100","39.934662","-75.247441","2507309","0","0.97","0.00","PA","1","2","23","42","045","20","","","","","","0","","402100","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5981","632","5981","10.6","5981","5981","5981","0","0","0","0","5981","1060","4777","18","53","0","0","73","2211","105","42","89","117","88","139","143","169","130","288","368","270","169","57","15","22"
"42045402200","39.933112","-75.264720","888060","0","0.34","0.00","PA","1","2","23","42","045","20","","","","","","0","","402200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2318","335","2281","14.7","2318","2318","2318","0","0","0","0","2318","465","1661","0","33","0","29","130","899","77","83","53","47","67","36","56","40","56","105","124","61","40","30","10","14"
"42045402300","39.923345","-75.249682","779348","0","0.30","0.00","PA","1","2","23","42","045","20","","","","","","0","","402300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3500","489","3500","14.0","3500","3500","3500","0","0","0","0","3500","319","3045","6","0","0","0","130","1620","97","103","58","92","238","171","155","71","93","145","207","128","50","6","0","6"
"42045402400","39.915612","-75.254129","478952","0","0.18","0.00","PA","1","2","23","42","045","20","","","","","","0","","402400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3535","528","3535","14.9","3535","3535","3535","0","0","0","0","3535","898","2356","22","55","0","30","174","1182","236","123","118","96","118","49","74","52","40","81","108","36","24","20","0","7"
"42045402500","39.919262","-75.258840","661182","0","0.26","0.00","PA","1","2","23","42","045","20","","","","","","0","","402500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3398","403","3398","11.9","3398","3398","3398","0","0","0","0","3398","627","2651","0","69","0","0","51","1229","154","155","99","99","102","68","90","44","63","96","117","114","15","0","6","7"
"42045402600","39.922812","-75.266517","972760","0","0.38","0.00","PA","1","2","23","42","045","20","","","","","","0","","402600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3366","518","3366","15.4","3366","3366","3366","0","0","0","0","3366","2222","980","0","56","0","18","90","1000","80","91","72","47","69","73","62","46","49","97","129","128","34","6","17","0"
"42045402700","39.913062","-75.253409","661773","0","0.26","0.00","PA","1","2","23","42","045","20","","","","","","0","","402700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2453","493","2453","20.1","2453","2453","2453","0","0","0","0","2453","1062","1241","0","60","0","12","78","857","94","122","59","53","64","55","57","39","38","109","101","46","9","11","0","0"
"42045402800","39.906340","-75.271008","1969213","0","0.76","0.00","PA","1","2","23","42","045","20","","","","","","0","","402800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5468","653","5468","11.9","5468","5468","5468","0","0","0","0","5468","3857","1453","8","34","0","0","116","2088","182","132","129","110","191","82","104","206","128","226","249","234","69","22","0","24"
"42045402900","39.898232","-75.267143","2215431","15763","0.86","0.01","PA","1","2","23","42","045","20","","","","","","0","","402900","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3375","553","3375","16.4","3375","3375","3375","0","0","0","0","3375","21","3300","0","0","7","33","14","1247","179","161","132","137","139","32","77","44","70","93","66","59","24","0","27","7"
"42045403001","39.909462","-75.301524","516356","0","0.20","0.00","PA","1","2","23","42","045","20","","","","","","0","","403001","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3264","542","3264","16.6","3264","3264","3264","0","0","0","0","3264","3249","0","0","10","0","5","0","1252","54","58","78","105","74","97","94","76","93","131","155","152","52","24","9","0"
"42045403002","39.911562","-75.295763","966102","0","0.37","0.00","PA","1","2","23","42","045","20","","","","","","0","","403002","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2983","443","2983","14.9","2983","2983","2983","0","0","0","0","2983","2729","249","0","0","0","0","5","1179","101","44","83","71","69","63","80","72","110","125","137","148","71","5","0","0"
"42045403101","39.912945","-75.283114","860497","0","0.33","0.00","PA","1","2","23","42","045","20","","","","","","0","","403101","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3560","560","3560","15.7","3560","3560","3560","0","0","0","0","3560","3350","133","0","9","0","8","60","1307","50","100","50","54","96","54","148","103","74","190","189","124","66","5","4","0"
"42045403103","39.915204","-75.275758","985904","0","0.38","0.00","PA","1","2","23","42","045","20","","","","","","0","","403103","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2700","437","2686","16.3","2700","2700","2700","0","0","0","0","2700","2544","143","0","13","0","0","0","1038","57","64","60","104","89","102","100","52","35","107","133","100","23","8","4","0"
"42045403104","39.913585","-75.270752","398491","0","0.15","0.00","PA","1","2","23","42","045","20","","","","","","0","","403104","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2404","329","2418","13.6","2404","2404","2404","0","0","0","0","2404","2168","196","0","0","0","19","21","847","79","75","36","77","70","45","74","41","49","118","69","85","29","0","0","0"
"42045403200","39.920691","-75.286714","1543894","0","0.60","0.00","PA","1","2","23","42","045","20","","","","","","0","","403200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4313","648","4313","15.0","4313","4313","4313","0","0","0","0","4313","4038","205","0","48","0","22","0","1759","116","87","129","115","73","94","141","75","79","206","289","192","81","25","40","17"
"42045403300","39.929062","-75.295760","1613371","0","0.62","0.00","PA","1","2","23","42","045","20","","","","","","0","","403300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6779","761","6779","11.2","6779","6779","6779","0","0","0","0","6779","6335","240","0","58","0","17","129","2708","259","168","125","300","200","162","159","147","129","250","303","282","168","37","0","19"
"42045403401","39.897962","-75.279622","1025542","0","0.40","0.00","PA","1","2","23","42","045","20","","","","","","0","","403401","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3114","520","3114","16.7","3114","3114","3114","0","0","0","0","3114","2854","229","0","31","0","0","0","1208","143","56","48","67","67","99","55","94","67","135","201","120","18","18","6","14"
"42045403402","39.886412","-75.280249","2482697","147840","0.96","0.06","PA","1","2","23","42","045","20","","","","","","0","","403402","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3864","585","3864","15.1","3864","3864","3864","0","0","0","0","3864","3689","40","16","102","0","0","17","1325","95","56","59","65","90","45","115","131","83","155","202","174","39","16","0","0"
"42045403501","39.898662","-75.288696","1448745","0","0.56","0.00","PA","1","2","23","42","045","20","","","","","","0","","403501","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4581","733","4581","16.0","4581","4581","4581","0","0","0","0","4581","4088","238","0","109","0","30","116","1866","89","137","152","135","117","138","128","116","107","175","193","203","108","38","12","18"
"42045403502","39.901512","-75.298017","1074550","0","0.41","0.00","PA","1","2","23","42","045","20","","","","","","0","","403502","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2895","434","2895","15.0","2895","2895","2895","0","0","0","0","2895","2734","108","0","45","0","0","8","1204","64","91","59","127","53","119","87","28","76","121","194","127","40","6","6","6"
"42045403601","39.890312","-75.298962","1115004","0","0.43","0.00","PA","1","2","23","42","045","20","","","","","","0","","403601","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4029","634","4067","15.6","4029","4029","4029","0","0","0","0","4029","3906","54","0","22","0","4","43","1577","103","89","42","174","75","108","138","40","71","190","224","150","99","26","35","13"
"42045403602","39.882612","-75.294843","956134","74323","0.37","0.03","PA","1","2","23","42","045","20","","","","","","0","","403602","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1956","318","1918","16.6","1956","1956","1956","0","0","0","0","1956","1951","0","0","5","0","0","0","700","20","47","42","51","42","37","59","38","47","108","59","75","61","5","0","9"
"42045403701","39.868812","-75.278312","12908315","7404085","4.98","2.86","PA","1","2","23","42","045","20","","","","","","0","","403701","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1785","302","1895","15.9","1785","1785","1785","0","0","0","0","1785","1726","22","6","0","0","0","31","723","48","60","53","70","27","70","39","79","15","54","103","95","0","5","5","0"
"42045403702","39.864635","-75.299171","1956397","277923","0.76","0.11","PA","1","2","23","42","045","20","","","","","","0","","403702","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2568","413","2458","16.8","2568","2568","2568","0","0","0","0","2568","2507","23","0","7","0","0","31","1024","20","79","32","59","67","59","86","79","64","136","204","113","17","9","0","0"
"42045403800","39.885712","-75.307166","1927648","10887","0.74","0.00","PA","1","2","23","42","045","20","","","","","","0","","403800","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6594","771","6594","11.7","6594","6594","6594","0","0","0","0","6594","6274","80","6","131","0","11","92","2578","114","141","171","177","155","226","167","126","173","339","339","245","134","31","31","9"
"42045403901","39.875962","-75.322693","1216351","0","0.47","0.00","PA","1","2","23","42","045","20","","","","","","0","","403901","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3485","570","3485","16.4","3485","3485","3485","0","0","0","0","3485","3339","10","0","112","0","0","24","1591","129","85","127","108","95","121","92","117","51","166","209","163","79","28","21","0"
"42045403902","39.881093","-75.325566","1544922","20044","0.60","0.01","PA","1","2","23","42","045","20","","","","","","0","","403902","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3711","581","3711","15.7","3711","3711","3711","0","0","0","0","3711","3595","23","0","40","0","13","40","1420","82","27","88","47","66","57","78","86","48","117","244","245","145","41","25","24"
"42045404002","39.894432","-75.325451","2822828","0","1.09","0.00","PA","1","2","23","42","045","20","","","","","","0","","404002","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7195","818","7195","11.4","7195","7195","7195","0","0","0","0","7195","6923","83","0","146","0","7","36","2787","176","179","158","115","186","120","135","165","168","192","381","495","150","88","32","47"
"42045404003","39.912912","-75.312032","586200","0","0.23","0.00","PA","1","2","23","42","045","20","","","","","","0","","404003","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1746","267","1825","14.6","1746","1746","1746","0","0","0","0","1746","1519","90","0","117","0","0","20","906","72","8","67","81","55","101","41","79","50","78","115","96","32","11","15","5"
"42045404004","39.902912","-75.312738","2318949","0","0.90","0.00","PA","1","2","23","42","045","20","","","","","","0","","404004","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6563","777","6484","12.0","6563","6563","6563","0","0","0","0","6563","6309","98","0","78","0","15","63","2386","68","139","87","121","126","128","192","198","132","351","283","332","128","63","38","0"
"42045404101","39.883597","-75.345235","2741689","0","1.06","0.00","PA","1","2","23","42","045","20","","","","","","0","","404101","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6443","718","6443","11.1","6443","6443","6443","0","0","0","0","6443","5855","366","9","156","0","0","57","2590","298","129","154","171","159","189","107","79","177","168","306","301","230","51","28","43"
"42045404102","39.873712","-75.341567","2318721","0","0.90","0.00","PA","1","2","23","42","045","20","","","","","","0","","404102","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5371","577","5371","10.7","5371","5371","5371","0","0","0","0","5371","4644","507","0","97","0","14","109","2093","275","134","100","169","102","102","114","156","155","256","196","180","91","23","18","22"
"42045404103","39.871412","-75.316542","2336989","519201","0.90","0.20","PA","1","2","23","42","045","20","","","","","","0","","404103","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3473","530","3473","15.3","3473","3473","3473","0","0","0","0","3473","3256","36","6","63","0","20","92","1345","116","45","45","65","98","109","91","88","94","177","193","194","9","10","4","7"
"42045404200","39.900812","-75.327404","347446","0","0.13","0.00","PA","1","2","23","42","045","20","","","","","","0","","404200","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","860","407","860","47.3","860","860","860","0","0","0","0","860","844","10","0","0","0","0","6","292","11","12","24","6","27","6","12","12","11","18","42","62","28","15","6","0"
"42045404300","39.859345","-75.340920","2688436","1192786","1.04","0.46","PA","1","2","23","42","045","20","","","","","","0","","404300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2442","533","2442","21.8","2442","2442","2442","0","0","0","0","2442","2273","70","15","0","0","3","81","959","93","87","48","36","113","60","71","69","48","85","127","88","20","9","5","0"
"42045404400","39.867762","-75.358840","557101","0","0.22","0.00","PA","1","2","23","42","045","20","","","","","","0","","404400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1481","215","1532","14.0","1481","1481","1481","0","0","0","0","1481","756","616","29","72","0","8","0","676","73","40","49","36","48","77","41","53","59","62","67","45","7","12","0","7"
"42045404500","39.867262","-75.368387","1187063","0","0.46","0.00","PA","1","2","23","42","045","20","","","","","","0","","404500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5088","745","5037","14.8","5088","5088","5088","0","0","0","0","5088","1220","3528","0","70","0","143","127","1860","268","119","224","189","191","127","106","86","61","99","183","86","76","20","17","8"
"42045404600","39.863262","-75.371972","525933","2042","0.20","0.00","PA","1","2","23","42","045","20","","","","","","0","","404600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2439","378","2415","15.7","2439","2439","2439","0","0","0","0","2439","867","1516","0","0","0","25","31","913","86","63","114","88","51","60","85","28","53","81","60","75","35","24","3","7"
"42045404700","39.860562","-75.358608","853176","0","0.33","0.00","PA","1","2","23","42","045","20","","","","","","0","","404700","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4043","531","4067","13.1","4043","4043","4043","0","0","0","0","4043","1898","1884","0","118","0","98","45","1020","350","99","93","45","46","69","21","31","29","87","54","54","15","5","0","22"
