"AREAKEY","INTPTLAT","INTPTLON","AREALAND","AREAWATR","AREALANM","AREAWATM","STUSAB","REGION","DIVISION","STATECE","STATE","COUNTY","COUNTYSC","COUSUB","COUSUBCC","COUSUBSC","PLACE","PLACECC","PLACEDC","PLACESC","TRACT","BLKGRP","BLOCK","CONCIT","CONCITCC","CONCITSC","AIANHHCE","AIANHH","AIANHHCC","AIHHTLI","AITSCE","AITS","AITSCC","ANRC","ANRCCC","MSACMSA","MASC","CMSA","MACCI","PMSA","NECMA","NECMACCI","NECMASC","EXI","UA","UASC","UATYPE","UR","CD106","CD108","CD109","CD110","SLDU","SLDL","VTD","VTDI","ZCTA3","ZCTA5","SUBMCD","SUBMCDCC","FUNCSTAT","GCUNI","LSADC","SDELM","SDSEC","SDUNI","TAZ","UGA","PUMA5","PUMA1","MACC","UACP","P001001","P002001","P003001","P004001","P005001","P005002","P005003","P005004","P005005","P005006","P005007","P006001","P006002","P006003","P006004","P006005","P006006","P006007","P006008","P052001","P052002","P052003","P052004","P052005","P052006","P052007","P052008","P052009","P052010","P052011","P052012","P052013","P052014","P052015","P052016","P052017"
"42091206009","40.169705","-75.417646","5274620","0","2.04","0.00","PA","1","2","23","42","091","20","","","","","","0","","206009","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","452","52","454","11.5","452","317","317","0","135","0","135","452","452","0","0","0","0","0","0","215","11","0","11","18","25","0","0","12","17","29","38","32","14","0","8","0"
"42091206102","40.139830","-75.475681","17558680","517446","6.78","0.20","PA","1","2","23","42","091","20","","","","","","0","","206102","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","5049","786","5105","15.4","5049","5003","5003","0","46","0","46","5049","4684","84","0","219","0","47","15","1979","22","56","56","65","93","77","82","132","46","184","317","372","193","130","99","55"
"42091206104","40.172969","-75.472046","9179204","74990","3.54","0.03","PA","1","2","23","42","091","20","","","","","","0","","206104","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2439","382","2383","16.0","2439","2439","2439","0","0","0","0","2439","2195","127","0","76","0","24","17","809","0","7","23","5","19","20","11","24","17","51","117","144","128","66","77","100"
"42091206105","40.185853","-75.498921","13941534","305621","5.38","0.12","PA","1","2","23","42","091","20","","","","","","0","","206105","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3564","512","3564","14.4","3564","3564","3564","0","0","0","0","3564","3329","80","0","115","0","16","24","965","14","10","0","16","27","15","39","23","34","63","90","208","175","103","91","57"
"42091206106","40.180005","-75.522396","5537560","87422","2.14","0.03","PA","1","2","23","42","091","20","","","","","","0","","206106","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","4346","667","4346","15.3","4346","4346","4346","0","0","0","0","4346","4131","90","0","76","0","0","49","1602","25","26","47","20","30","98","68","80","74","186","230","268","232","94","88","36"
"42091206201","40.188652","-75.535719","1254647","0","0.48","0.00","PA","1","2","23","42","091","20","","","","","","0","","206201","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","2621","413","2584","16.0","2621","2621","2621","0","0","0","0","2621","2534","40","0","39","0","8","0","1225","77","98","50","91","82","102","68","66","83","140","171","124","14","36","23","0"
"42091206202","40.182056","-75.539546","781563","90960","0.30","0.04","PA","1","2","23","42","091","20","","","","","","0","","206202","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1625","234","1662","14.1","1625","1625","1625","0","0","0","0","1625","1559","24","6","13","0","0","23","700","36","6","34","48","122","53","108","29","14","86","59","66","16","23","0","0"
"42091206300","40.185554","-75.458273","4038863","148552","1.56","0.06","PA","1","2","23","42","091","20","","","","","","0","","206300","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","8032","888","8032","11.1","8032","8032","8032","0","0","0","0","8032","4995","2518","0","181","0","299","39","1406","29","15","42","59","59","57","87","70","15","101","140","244","234","129","50","75"
"42091206400","40.197111","-75.475244","5373914","0","2.07","0.00","PA","1","2","23","42","091","20","","","","","","0","","206400","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","3210","503","3210","15.7","3210","3210","3210","0","0","0","0","3210","2996","102","0","56","0","30","26","1292","5","35","42","10","55","57","59","35","89","150","184","242","148","69","96","16"
"42091206500","40.231528","-75.461892","12518340","256603","4.83","0.10","PA","1","2","23","42","091","20","","","","","","0","","206500","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","7093","872","7093","12.3","7093","6953","6953","0","140","0","140","7093","6637","170","18","107","0","69","92","2472","97","62","82","43","62","84","33","139","52","268","316","596","304","149","122","63"
"42091206600","40.256418","-75.465012","1044390","33450","0.40","0.01","PA","1","2","23","42","091","20","","","","","","0","","206600","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","1693","665","1693","39.3","1693","1693","1693","0","0","0","0","1693","1606","31","0","18","0","16","22","625","55","43","23","39","40","28","47","41","43","73","81","46","27","26","7","6"
"42091206701","40.213281","-75.413808","29184201","380271","11.27","0.15","PA","1","2","23","42","091","20","","","","","","0","","206701","","","","","","","","","","","","","","","6162","23","77","N","6160","9999","9","00","","","","","","","","","","","","","","","","","","S","","","","","","","","","","","","6464","756","6410","11.8","6464","4870","4870","0","1594","48","1546","6464","6209","106","10","102","0","0","37","2378","41","62","41","61","95","76","100","115","86","224","355","467","282","199","94","80"
